term,conf.low,estimate,conf.high,p.value,outcome
BCEtP,-0.06241162948398187,0.005795699106244381,0.07400302769647063,0.8888447477949497,lh_bankssts
BCEtP,-0.03592419781973329,0.006759034099526648,0.04944226601878659,0.7945026929095748,rh_bankssts
BCEtP,-0.024510339564199554,0.03801623698013777,0.1005428135244751,0.31727514818359837,lh_caudalanteriorcingulate
BCEtP,0.0010206690747989605,0.07014595829491707,0.13927124751503517,0.0950894981396253,rh_caudalanteriorcingulate
BCEtP,-0.04304757255704736,-0.019622930720791677,0.0038017111154640022,0.16823370646657976,lh_frontalpole
BCEtP,-0.01706429523189472,0.016099088596718922,0.04926247242533256,0.4245859505495314,rh_frontalpole
BCEtP,-0.061885840083440793,-0.0077753158821470235,0.04633520831914675,0.8131577340106676,lh_temporalpole
BCEtP,-0.032089832742075386,0.01864500242152593,0.06937983758512725,0.5455231644046395,rh_temporalpole
BCEtP,0.003475548664787026,0.1511685149108751,0.2988614811569632,0.09226659084837685,caudalmiddlefrontal
BCEtP,-0.038422977782672146,0.03866539815142726,0.11575377408552667,0.4093641506063559,cuneus
BCEtP,-0.03359952408966083,0.012134717402839607,0.05786895889534004,0.6625241594289861,entorhinal
BCEtP,-0.14486670374207578,0.002985374671744732,0.15083745308556523,0.9735053069592414,fusiform
BCEtP,-0.19031497173010545,0.08986166442328222,0.37003830057666987,0.5978065001854916,inferiorparietal
BCEtP,-0.2719406907012279,-0.10325190747064682,0.06543687575993427,0.314035432132568,inferiortemporal
BCEtP,-0.0827965138272212,-0.03175725961924281,0.019281994588735564,0.30609587955290096,isthmuscingulate
BCEtP,-0.22865601524699516,3.0792697528977004e-4,0.22927186919757472,0.9982349882289792,lateraloccipital
BCEtP,-0.07969508583515346,0.01425527137504173,0.10820562858523693,0.8029145980939716,lateralorbitofrontal
BCEtP,-0.14543636152012768,0.025920450136377858,0.1972772617928834,0.8035074931058648,lingual
BCEtP,-0.01804509254885002,0.04008161728822993,0.09820832712530989,0.2567028773765553,medialorbitofrontal
BCEtP,-0.18185220647105532,-0.02220252406328606,0.13744715834448318,0.8190630485659245,middletemporal
BCEtP,-0.017354913563988994,0.014937537813002324,0.047229989189993646,0.4467401615564479,parahippocampal
BCEtP,0.013929905948839957,0.07188282232693975,0.12983573870503956,0.04132838087355628,paracentral
BCEtP,-0.11928448415778824,-0.03452300900262828,0.05023846615253168,0.5028945810313459,parsopercularis
BCEtP,-0.03623508461251903,0.014087370143597526,0.06440982489971409,0.6451834473220921,parsorbitalis
BCEtP,-0.20432700063794512,-0.12298009665466568,-0.04163319267138625,0.012893892177308186,parstriangularis
BCEtP,-0.017101105746943145,0.04922362202079555,0.11554834978853423,0.22218216469990615,pericalcarine
BCEtP,-0.025213409294938913,0.10539959338882042,0.23601259607257974,0.18439866669485572,postcentral
BCEtP,-0.002034903422212922,0.04902419175042664,0.1000832869230662,0.11426730405944807,posteriorcingulate
BCEtP,-7.204408541406637e-4,0.15170024581708488,0.3041209324883104,0.10161397175412479,precentral
BCEtP,-0.26038334155381127,-0.11060054471695119,0.03918225211990892,0.22453009701583315,precuneus
BCEtP,-0.037222868741604645,0.016265506130663365,0.06975388100293138,0.6169409498251391,rostralanteriorcingulate
BCEtP,-0.2311426941854701,0.031182049250434576,0.2935067926863392,0.8449853659374889,rostralmiddlefrontal
BCEtP,-0.05895993755035095,0.2181070487049872,0.49517403496032536,0.1953794728791709,superiorfrontal
BCEtP,-0.23104942098481232,-0.03202648608020331,0.1669964488244057,0.7912502127246803,superiorparietal
BCEtP,-0.057913525245829725,0.08945352406878511,0.23682057338339996,0.31806342471305027,superiortemporal
BCEtP,-0.3659676962847073,-0.14797073471645836,0.07002622685179061,0.26421485812216927,supramarginal
BCEtP,-0.019304445496893165,0.0021624907149506898,0.023629426926794542,0.8683963688378669,transversetemporal
BCEtP,-0.06403138186042541,0.01705336778423831,0.09813811742890204,0.7293893309032259,insula
BDCPP,-0.03408470255344353,0.041272396547812736,0.11662949564906899,0.3676567289011332,lh_bankssts
BDCPP,-0.09814627004843232,-0.027966341649349878,0.04221358674973257,0.512167939304665,rh_bankssts
BDCPP,-0.05082777387106732,0.014225968461031508,0.07927971079313034,0.7190737373050623,lh_caudalanteriorcingulate
BDCPP,-0.0865510054374259,-0.013489664322213846,0.059571676792998206,0.7613586063890271,rh_caudalanteriorcingulate
BDCPP,-0.03211104080000261,-0.008981146922488885,0.014148746955024842,0.523029115621672,lh_frontalpole
BDCPP,-0.014224464505545428,0.02362106059812669,0.061466585701798804,0.30459676638416355,rh_frontalpole
BDCPP,-0.0923502155716949,-0.03500596880901986,0.022338277953655165,0.31532758656462634,lh_temporalpole
BDCPP,-0.05852483962197468,0.0033000304902890704,0.06512490060255283,0.930037649393638,rh_temporalpole
BDCPP,-0.11593223593382558,0.030656126603808575,0.17724448914144272,0.7308542672404308,caudalmiddlefrontal
BDCPP,-0.05803018952689246,0.023114965643670472,0.10426012081423341,0.6393898028365268,cuneus
