term,window,conf.low,estimate,conf.high,p.value,outcome
BCEtP,birth,-0.02982492747853736,-0.0014654277704255624,0.026894071937686236,0.932265407643418,lh_bankssts
BCEtP,prenatal,-0.015850848631064313,0.011388383828103603,0.038627616287271516,0.4916462456482853,lh_bankssts
BCEtP,three_year,-0.010936991708679882,0.022312921194229864,0.05556283409713961,0.26967683190412284,lh_bankssts
BCEtP,birth,-0.03169478276673996,-2.859227263082369e-4,0.031122937314123487,0.9880533100726807,rh_bankssts
BCEtP,prenatal,-0.018390092689730596,0.012353876628303185,0.04309784594633697,0.508642454767519,rh_bankssts
BCEtP,three_year,-0.022682817788112784,0.009852145571232153,0.04238710893057709,0.6184206632388379,rh_bankssts
BCEtP,birth,-0.02030619448749459,0.02087217422192868,0.062050542931351954,0.4044327364336108,lh_caudalanteriorcingulate
BCEtP,prenatal,0.0016311293447123718,0.04059083695483603,0.07955054456495969,0.08658037296808019,lh_caudalanteriorcingulate
BCEtP,three_year,-0.04298148735610353,-7.829150470494269e-4,0.04141565726200467,0.9756546066966355,lh_caudalanteriorcingulate
BCEtP,birth,-0.028650069747368077,0.006465162334066105,0.04158039441550029,0.7620129088721868,rh_caudalanteriorcingulate
BCEtP,prenatal,-0.02236564373860736,0.015309091886322438,0.05298382751125223,0.5038880856643453,rh_caudalanteriorcingulate
BCEtP,three_year,-0.03230722470528638,0.007285988280966408,0.0468792012672192,0.7621277630655647,rh_caudalanteriorcingulate
BCEtP,birth,-0.060007944122618055,-0.00771822379441124,0.04457149653379557,0.8081691612107897,lh_frontalpole
BCEtP,prenatal,-0.011646526141089526,0.03758705997486819,0.0868206460908259,0.20920562183619484,lh_frontalpole
BCEtP,three_year,-0.04171484327929348,0.008402084258325735,0.058519011795944945,0.7827331005457994,lh_frontalpole
BCEtP,birth,-0.07737669407706826,-0.030310702288612806,0.016755289499842656,0.28946643005890393,rh_frontalpole
BCEtP,prenatal,-0.07040516185876287,-0.023408532168784607,0.02358809752119366,0.41262412862562503,rh_frontalpole
BCEtP,three_year,-0.08439926708384064,-0.029369776273891184,0.025659714536058278,0.38001186547674604,rh_frontalpole
BCEtP,birth,-0.03126940813403284,-0.006319945852314998,0.018629516429402842,0.6769287901426804,lh_isthmuscingulate
BCEtP,prenatal,-0.03293676271678442,-0.0060968008711077114,0.02074316097456899,0.7086760047883863,lh_isthmuscingulate
BCEtP,three_year,-0.04280081250475197,-0.01414722019571356,0.014506372113324848,0.41672375796490746,lh_isthmuscingulate
BCEtP,birth,-0.00698664672463243,0.027576350704244565,0.06213934813312156,0.18939903634350186,rh_isthmuscingulate
BCEtP,prenatal,0.004231366841323463,0.039355491482349084,0.0744796161233747,0.06532792476318439,rh_isthmuscingulate
BCEtP,three_year,0.005448620941439941,0.04333287169644455,0.08121712245144916,0.0599146500518688,rh_isthmuscingulate
BCEtP,birth,-0.010019393917547924,0.01564798775775237,0.04131536943305267,0.3159686673261233,lh_parsopercularis
BCEtP,prenatal,-0.012762298330487892,0.010598169781159045,0.03395863789280598,0.4555244583297857,lh_parsopercularis
BCEtP,three_year,-0.014811746247836512,0.011330270067472979,0.037472286382782466,0.47590781947272276,lh_parsopercularis
BCEtP,birth,-0.019195920905772927,0.0038597769084377964,0.02691547472264852,0.7830346375312883,rh_parsopercularis
BCEtP,prenatal,-0.00438774163741373,0.017908003949538266,0.040203749536490266,0.1864510406703901,rh_parsopercularis
BCEtP,three_year,-0.022050161281715514,0.0037605586492138548,0.02957127858014322,0.8106007134471551,rh_parsopercularis
BCEtP,birth,-0.07518486213187309,-0.03887980593773571,-0.002574749743598344,0.07815272620174252,lh_parsorbitalis
BCEtP,prenatal,-0.06268620640712178,-0.028263538943166064,0.00615912852078964,0.1768410141509118,lh_parsorbitalis
BCEtP,three_year,-0.06461262609973277,-0.02522903723202035,0.01415455163569207,0.29202510549891125,lh_parsorbitalis
BCEtP,birth,-0.07166079246993926,-0.035863045623631476,-6.529877732369682e-5,0.09938263286567561,rh_parsorbitalis
BCEtP,prenatal,-0.050037989555613,-0.011117179291768224,0.027803630972076547,0.6384770592634248,rh_parsorbitalis
BCEtP,three_year,-0.05085999719467861,-0.011389808336365473,0.028080380521947668,0.6350356956856553,rh_parsorbitalis
BCEtP,birth,0.0035730088562522452,0.035005478371158937,0.06643794788606563,0.06697700141511165,lh_posteriorcingulate
BCEtP,prenatal,0.011566436287386662,0.043465450642725834,0.07536446499806501,0.025008590511716333,lh_posteriorcingulate
BCEtP,three_year,-0.0203835985862016,0.01316765328130146,0.046718905148804515,0.5185736923229485,lh_posteriorcingulate
BCEtP,birth,-0.019455133519998766,0.0042039846229040955,0.027863102765806953,0.7700773218611123,rh_posteriorcingulate
BCEtP,prenatal,-0.007858725047751616,0.015974575636808503,0.03980787632136862,0.2702512012178093,rh_posteriorcingulate
BCEtP,three_year,-0.016691738996678557,0.007230043489456825,0.031151825975592205,0.6190936211494567,rh_posteriorcingulate
BCEtP,birth,-0.04536600014417758,-0.00940515498836464,0.026555690167448305,0.6670552650049069,lh_rostralanteriorcingulate
BCEtP,prenatal,-0.027550900818828657,0.010758210878432348,0.04906732257569335,0.6441398646349388,lh_rostralanteriorcingulate
BCEtP,three_year,-0.0384763557974845,0.002016807291857036,0.04250997038119857,0.9347073281323185,lh_rostralanteriorcingulate
BCEtP,birth,-0.03793640278933778,0.0011115024853041737,0.04015940775994612,0.9626559546433021,rh_rostralanteriorcingulate
BCEtP,prenatal,-0.01683480050590097,0.020192741372318745,0.05722028325053846,0.3697131696313115,rh_rostralanteriorcingulate
BCEtP,three_year,-0.03938416227498689,-0.0012868731879268395,0.036810415899133204,0.9556916479087766,rh_rostralanteriorcingulate
BCEtP,birth,-0.038859009523312976,0.007986724777032581,0.054832459077378146,0.7791469036926703,lh_temporalpole
BCEtP,prenatal,-0.04716282983268361,-0.0033869525146937177,0.04038892480329618,0.8987323947780377,lh_temporalpole
BCEtP,three_year,-0.041559324016465796,0.0053129813156784205,0.05218528664782264,0.8520963143847924,lh_temporalpole
BCEtP,birth,-0.09758705107994334,-0.03566675637001967,0.026253538339903994,0.3434077927413015,rh_temporalpole
BCEtP,prenatal,-0.1223453866508756,-0.06192679540133959,-0.0015082041518035827,0.09181247603584974,rh_temporalpole
BCEtP,three_year,-0.0784224768677412,-0.014398114397432622,0.04962624807287597,0.7114549180982392,rh_temporalpole
BCEtP,birth,-0.023853851360114434,-0.003074758019385961,0.01770433532134251,0.807699437052039,caudalmiddlefrontal
BCEtP,prenatal,-0.02617187625057366,-0.007578983205742265,0.01101390983908913,0.5025465362118299,caudalmiddlefrontal
BCEtP,three_year,-0.038828907460658674,-0.01767775669685918,0.003473394066940312,0.16921222358194188,caudalmiddlefrontal
BCEtP,birth,-0.020900617259171472,-0.0011814652941009806,0.018537686670969514,0.9214949649661899,cuneus
BCEtP,prenatal,-0.03438014404155963,-0.015471014250341152,0.0034381155408773276,0.1783730471625523,cuneus
BCEtP,three_year,-0.021704415301434774,-9.345594662622329e-4,0.01983529636891031,0.9410010300072866,cuneus
BCEtP,birth,-0.08722331116661011,-0.03433566978136512,0.018551971603879884,0.2855789402974581,entorhinal
BCEtP,prenatal,-0.07777120283834407,-0.023334149477918554,0.031102903882506968,0.48077436613508173,entorhinal
BCEtP,three_year,-0.10239848133243432,-0.042284607203736536,0.017829266924961236,0.24727074853313624,entorhinal
BCEtP,birth,-0.03257676116584288,-0.011819019316314825,0.008938722533213223,0.3489927179618686,fusiform
BCEtP,prenatal,-0.024430056591723745,-0.0030042866486053297,0.018421483294513083,0.8175954974596988,fusiform
BCEtP,three_year,-0.03128241407331486,-0.007471668890578116,0.01633907629215863,0.6057530055900736,fusiform
BCEtP,birth,-0.027181764727869654,-0.005486016606872843,0.016209731514123967,0.677468586011762,inferiorparietal
BCEtP,prenatal,-0.019299739814976537,0.002643906722861132,0.024587553260698804,0.8429025344586791,inferiorparietal
BCEtP,three_year,-0.01516885854879998,0.0071747088684387585,0.0295182762856775,0.5973768797617531,inferiorparietal
BCEtP,birth,-0.029734418746954403,-0.002913731145653845,0.02390695645564671,0.858178996812475,inferiortemporal
BCEtP,prenatal,-0.02232998012814743,0.0044010939134984505,0.031132167955144334,0.7865339132551251,inferiortemporal
BCEtP,three_year,-0.030361426886817186,-0.0017211601625683626,0.026919106561680464,0.9212583064665265,inferiortemporal
BCEtP,birth,-0.024893389876163862,-0.007146978550513351,0.010599432775137158,0.5076964647325141,lateraloccipital
BCEtP,prenatal,-0.01938223043099641,-6.685551652745416e-4,0.018045120100447325,0.9531407222272807,lateraloccipital
BCEtP,three_year,-0.013785739915184933,0.006110375551073194,0.026006491017331324,0.6134481673076071,lateraloccipital
BCEtP,birth,-0.02722402530366833,-0.0029712491501735663,0.021281527003321195,0.8402968122577279,lateralorbitofrontal
BCEtP,prenatal,-0.014048376694069963,0.01055391840244211,0.03515621349895418,0.4804300584941358,lateralorbitofrontal
BCEtP,three_year,-0.026722319820158935,-3.915235177026508e-4,0.025939272784753636,0.9804872768868771,lateralorbitofrontal
BCEtP,birth,-0.018430889184491962,0.0019394198632245313,0.022309728910941025,0.8755573399874461,lingual
BCEtP,prenatal,-0.021251779666833753,-9.532445254207778e-4,0.019345290615992196,0.9384291387921798,lingual
BCEtP,three_year,-0.01395436428316305,0.009392232490734743,0.032738829264632535,0.5081523962496838,lingual
BCEtP,birth,-0.011931645268718906,0.009308250216699662,0.03054814570211823,0.47100382292924636,medialorbitofrontal
BCEtP,prenatal,0.0032041973115779984,0.02525879208802495,0.0473133868644719,0.05958853556901156,medialorbitofrontal
BCEtP,three_year,-0.011190531313953011,0.014596735932559743,0.040384003179072495,0.3518225082480304,medialorbitofrontal
BCEtP,birth,-0.01933362287802054,0.00568364751842581,0.03070091791487216,0.7086330488497201,middletemporal
BCEtP,prenatal,-0.01390028111950811,0.00956260615549267,0.03302549343049345,0.5026145745272255,middletemporal
BCEtP,three_year,-0.023343841983859102,0.004104506023364675,0.031552854030588454,0.8057099269119008,middletemporal
BCEtP,birth,-0.0569039644482566,-0.013825727511437246,0.02925250942538211,0.5975639630678942,parahippocampal
BCEtP,prenatal,-0.03852819682294738,0.0011601699677264445,0.040848536758400264,0.9616506158806,parahippocampal
BCEtP,three_year,-0.08405451294639875,-0.04233066479630655,-6.068166462143559e-4,0.09516182305823584,parahippocampal
BCEtP,birth,-0.02466296711219155,-0.003068706165731094,0.018525554780729363,0.8151821614699526,paracentral
BCEtP,prenatal,-0.030052897034551433,-0.009038872597176546,0.011975151840198343,0.47924989774867255,paracentral
BCEtP,three_year,-0.020453637591065627,0.0014322974263082226,0.023318232443682075,0.9142770044222345,paracentral
BCEtP,birth,-0.01172131124683501,0.013929458462033683,0.03958022817090238,0.3717364525963256,parstriangularis
BCEtP,prenatal,0.007739469534214699,0.03023565957478699,0.05273184961535928,0.027053824874616383,parstriangularis
BCEtP,three_year,-0.006097872648240701,0.020308318803191255,0.04671451025462321,0.20586617398532447,parstriangularis
BCEtP,birth,-0.028248573610447015,-0.005054013771873963,0.018140546066699088,0.7200380998277398,pericalcarine
BCEtP,prenatal,-0.029621625098142423,-0.008167194111710956,0.013287236874720512,0.5312120687432842,pericalcarine
BCEtP,three_year,-0.03874167637709839,-0.014317490897159255,0.01010669458277988,0.3349379233259987,pericalcarine
BCEtP,birth,-0.016415103160448103,0.0053525961419673375,0.02712029544438278,0.6858720033363741,postcentral
BCEtP,prenatal,-0.02091644584390263,8.302669423221547e-5,0.021082499232367064,0.9948111201191384,postcentral
BCEtP,three_year,-0.011454992994568966,0.009946804076499283,0.03134860114756753,0.44458706991233077,postcentral
BCEtP,birth,-0.023505226008684158,-0.0033842531909941895,0.01673671962669578,0.7820437536193532,precentral
BCEtP,prenatal,-0.027330383341079838,-0.009109027448026401,0.009112328445027037,0.4109187961171167,precentral
BCEtP,three_year,-0.026835825453915347,-0.004548711410245934,0.017738402633423477,0.7370910054857156,precentral
BCEtP,birth,-0.029098533176515826,-0.010525921404837883,0.00804669036684006,0.3512272968428143,precuneus
BCEtP,prenatal,-0.03846612523607156,-0.01809498720869505,0.0022761508186814605,0.14399695010831481,precuneus
BCEtP,three_year,-0.0247887271081453,-0.004581808959860818,0.015625109188423664,0.7091770033065579,precuneus
BCEtP,birth,-0.025911124257847223,-0.005729663566779735,0.01445179712428775,0.640509954864105,rostralmiddlefrontal
BCEtP,prenatal,-0.003290588604360954,0.016311971019646716,0.03591453064365439,0.1710806061561494,rostralmiddlefrontal
BCEtP,three_year,-0.03088577567577591,-0.00793538374911429,0.015015008177547333,0.5695403217701794,rostralmiddlefrontal
BCEtP,birth,-0.025005487625457293,-9.056375089124375e-4,0.02319421260763242,0.9507131681838953,superiorfrontal
BCEtP,prenatal,-0.014542307533705619,0.008062569830023309,0.030667447193752237,0.5574210858628872,superiorfrontal
